videoFile,groundTruthWords,predictedWords,Noun,Adverb,Adjective,Verb,Pointers,others,woodward
ira_28.mp4,['N' 'NN' 'draw' 'history' 'objective' 'remind'],"['ACCOMMODATION' 'AEROPLANE' 'AREA' 'ARRIVE' 'AUDIENCE' 'BABY' 'BEACH'
 'BIRTHDAY' 'CARAVAN' 'CEILING' 'CHAIR' 'CLOTHES' 'CONTINUE' 'DEAF'
 'DECIDE' 'DECREASE' 'DIRTY' 'DISCUSS' 'DOOR' 'EMPTY' 'EQUAL' 'ESCAPE'
 'EVALUATE' 'EXCHANGE' 'FINISH' 'FLOCK' 'GIVE' 'GOOD' 'GRAB' 'HEAVY'
 'INCREASE' 'KNOW' 'LAPTOP' 'LEARN' 'LIST' 'MIX' 'PAY' 'REMEMBER' 'RIGHT'
 'SCALES' 'SEPARATE' 'SINCE' 'SLEEP' 'SPREAD' 'TAKE' 'TALL' 'TENT' 'THINK'
 'TIDY' 'TOILET' 'UPWARD' 'WALK' 'WITHOUT' 'WRITE']","['N', 'NN', 'draw', 'history', 'objective', 'remind']",[],[],[],[],[],[]
ira_29.mp4,['following' 'learn' 'use'],"['AREA' 'BELFAST' 'BODY' 'BRITAIN' 'CHAIR' 'CHILD' 'CLOTHES' 'DECREASE'
 'DIG' 'DIRTY' 'DISCUSS' 'EMPTY' 'ESCAPE' 'FINISH' 'FLOCK' 'HAPPY'
 'HEALTHY' 'LAPTOP' 'LOW' 'MIX' 'MOTHER' 'PANIC' 'PAY' 'RAIN' 'RELAX'
 'SETTLE' 'SURPRISE' 'TALL' 'TIDY' 'TIRED' 'TOILET' 'WALK' 'WRITE']","['learn', 'use']",[],[],['following'],[],[],[]
ira_15.mp4,"['N' 'NN' 'anger' 'brother' 'day' 'let' 'miss' 'mourn' 'play' 'quiet'
 'shout' 'win']","['ALRIGHT' 'ALWAYS' 'ANGRY' 'AREA' 'ARRANGE' 'BABY' 'BECKON' 'BEHAVIOUR'
 'BIRTHDAY' 'BODY' 'BORN' 'BOY' 'BREATHE' 'BRITAIN' 'CHAIR' 'CHILD'
 'CLOTHES' 'CRUEL' 'CRY' 'DAMN' 'DEAF' 'DIRTY' 'EAT' 'EMOTION' 'EMPTY'
 'ENCOURAGE' 'ENOUGH' 'ESCAPE' 'EXCITED' 'FINISH' 'FLOCK' 'FREE'
 'FRIGHTENED' 'FULL' 'GIRL' 'GIVE' 'GO' 'GOOD' 'HEALTHY' 'HEARING' 'HEAVY'
 'HURT' 'ILL' 'LONDON' 'LOOK' 'LOW' 'MAN' 'MANAGE' 'MEAL' 'MOTHER' 'MOVE'
 'NICE' 'OPERATE' 'PANIC' 'PAST' 'PEOPLE' 'PLAY' 'PLENTY' 'PREGNANT'
 'READY' 'RELAX' 'RETIRE' 'RICH' 'RUN' 'SAY' 'SCALES' 'SHOULDER' 'SIGN'
 'SPREAD' 'START' 'STRONG' 'SURPRISE' 'TALL' 'TEACH' 'TENT' 'TIDY' 'TIRED'
 'TOILET' 'TOUCH' 'TRAIN' 'UPWARD' 'WAIT' 'WANT' 'WITHDRAW' 'WOMAN'
 'WORSE' 'WOW' 'WRITE']","['N', 'NN', 'anger', 'brother', 'day', 'miss', 'mourn', 'play', 'shout', 'win']",[],['quiet'],['let'],[],[],"['brother', 'day', 'play']"
ira_8.mp4,['emotion' 'excuse' 'explain' 'plus' 'puberty' 'show' 'week'],"['ALRIGHT' 'AMERICA' 'ANGRY' 'AREA' 'ARMY' 'ARRANGE' 'BABY' 'BODY'
 'BREATHE' 'CHAIR' 'CLOTHES' 'DIRTY' 'DISAPPOINT' 'DISCUSS' 'DRIVE'
 'EMPTY' 'ESCAPE' 'EXCITED' 'EXPAND' 'FEEL' 'FREE' 'GIVE' 'GOOD' 'GROUP'
 'HAPPY' 'HEALTHY' 'INFORMATION' 'LAPTOP' 'LOVE' 'MANAGE' 'MEAL' 'MORNING'
 'MOTHER' 'POOR' 'PRIEST' 'PUSH' 'READY' 'RECEIVE' 'RELAX' 'RUN' 'SCALES'
 'SHOULDER' 'STRONG' 'STUBBORN' 'SURPRISE' 'TENT' 'TIDY' 'TIRED' 'TOILET'
 'TRAIN' 'UNIT' 'WAIT' 'WANT' 'WAR']","['emotion', 'excuse', 'explain', 'puberty', 'show', 'week']",[],[],[],[],['plus'],[]
ira_48.mp4,['A-L-E-X' 'M-A-R-C-O' 'Yes' 'anger' 'good' 'happy' 'watch'],"['ALRIGHT' 'ARRIVE' 'CHAIR' 'ESCAPE' 'FINISH' 'FLOCK' 'INVOLVE' 'PAY'
 'PRACTISE' 'SEPARATE' 'STILL' 'TEACH' 'WRITE']","['M-A-R-C-O', 'anger', 'watch']",[],"['A-L-E-X', 'good', 'happy']",[],[],['Yes'],['good']
ira_49.mp4,['emotion' 'go' 'identify' 'joy' 'learn'],"['ALWAYS' 'ANGRY' 'BABY' 'BORING' 'BREATHE' 'CHAIR' 'CLOTHES' 'DECREASE'
 'DEPTH' 'DISCUSS' 'EMOTION' 'ENOUGH' 'EXCITED' 'FACE' 'FINISH' 'FLOCK'
 'FREE' 'GO' 'GOOD' 'HAPPY' 'HEALTHY' 'HOT' 'LAPTOP' 'LAUGH' 'LOVE'
 'LOVELY' 'LOW' 'MAYBE' 'MORNING' 'NEXT' 'OLD' 'PARK' 'PAST' 'PERIODIC'
 'PLEASE' 'PLENTY' 'POOR' 'PREGNANT' 'READY' 'RELAX' 'SCHOOL' 'SHOULDER'
 'SINCE' 'STILL' 'SURPRISE' 'SYMPATHY' 'TALL' 'TENT' 'TIRED' 'UPWARD'
 'USE' 'WANT' 'WONDER' 'WONDERFUL' 'WOW' 'YES']","['emotion', 'joy', 'learn']",[],[],"['go', 'identify']",[],[],[]
ira_53.mp4,['afraid' 'disgust' 'sadness' 'surprise'],"['ACT' 'BAD' 'BODY' 'BOY' 'BREATHE' 'CLOTHES' 'EXPECT' 'FEEL' 'FINISH'
 'FLOCK' 'HEALTHY' 'HEAVY' 'LOOK' 'MAN' 'NICE' 'NOTHING' 'PARTNER'
 'PERFECT' 'PREFER' 'PREGNANT' 'READY' 'RELAX' 'SAY' 'SLEEP' 'SURPRISE'
 'TEACH' 'TIRED' 'TOILET' 'WALK' 'WANT']","['afraid', 'disgust', 'sadness', 'surprise']",[],[],[],[],[],[]
ira_47.mp4,['different' 'emotion'],"['ADD' 'ANGRY' 'BEHAVIOUR' 'BODY' 'CHILD' 'CLOTHES' 'COME' 'DISCUSS'
 'EXCITED' 'FINISH' 'FREE' 'GIVE' 'GOOD' 'HEALTHY' 'HURT' 'LAUGH' 'LEG'
 'MANAGE' 'RELAX' 'RIGHT' 'SAY' 'SCALES' 'SIGN' 'TAKE' 'TOILET' 'WOW']",['emotion'],[],['different'],[],[],[],[]
ira_46.mp4,['A-L-E-X' 'bedroom'],"['ALRIGHT' 'BABY' 'BECKON' 'BICYCLE' 'CHAIR' 'CHANGE' 'COMPUTER'
 'CONTINUE' 'DISCUSS' 'ESCAPE' 'EXCHANGE' 'EXCLUDE' 'FINISH' 'GIVE' 'GOOD'
 'HEALTHY' 'LAPTOP' 'MIX' 'MOTHER' 'PANIC' 'PAST' 'PAY' 'POOR' 'RIGHT'
 'RUN' 'SEPARATE' 'SETTLE' 'STILL' 'TOILET' 'TOUCH' 'TRAIN' 'WALK' 'WRITE'
 'YES']",['bedroom'],[],['A-L-E-X'],[],[],[],[]
ira_52.mp4,['go' 'joy'],"['AMERICA' 'AUDIENCE' 'BABY' 'BEACH' 'BODY' 'BREATHE' 'BRITAIN' 'CHAIR'
 'CLOTHES' 'DECREASE' 'DISCUSS' 'EMPTY' 'ENOUGH' 'ESCAPE' 'EXCHANGE'
 'GIVE' 'LOVELY' 'LOW' 'MISS' 'PLAN' 'PLUS' 'READY' 'RELAX' 'STILL' 'TENT'
 'TIRED' 'TOILET' 'UNIT' 'WANT' 'WOW']",['joy'],[],[],['go'],[],[],[]
ira_44.mp4,['Yes' 'emotion' 'grandfather' 'home' 'intelligent' 'joy' 'teacher' 'want'],"['AMERICA' 'ANGRY' 'BABY' 'BASE' 'BOY' 'BREATHE' 'CHAIR' 'CHILD' 'CLOTHES'
 'DAMN' 'DEAF' 'DEPTH' 'DIRTY' 'DISCUSS' 'DRINK' 'EMOTION' 'EMPTY'
 'ENDURE' 'ENOUGH' 'ESCAPE' 'EXCITED' 'EXPENSIVE' 'EXPLAIN' 'FAMILY'
 'FANTASTIC' 'FEEL' 'GIVE' 'GOOD' 'HAPPY' 'HEALTHY' 'HEAVY' 'HELP' 'KNOW'
 'LAPTOP' 'LAUGH' 'LIKE' 'LOVE' 'LOVELY' 'LOW' 'MAN' 'MANAGE' 'MEAL'
 'MISS' 'MIX' 'MORNING' 'MOTHER' 'NEW' 'NEXT' 'NICE' 'NUMBER' 'OLD' 'PAY'
 'PLENTY' 'POOR' 'PRACTISE' 'PREFER' 'PREGNANT' 'READY' 'REGULAR' 'RELAX'
 'REMEMBER' 'RIGHT' 'SAFE' 'SAY' 'SINCE' 'SURPRISE' 'TEACH' 'TENT' 'THINK'
 'TIDY' 'TIRED' 'TOILET' 'WANT' 'WATER' 'WOW' 'WRITE']","['emotion', 'grandfather', 'home', 'intelligent', 'joy', 'teacher', 'want']",[],[],[],[],['Yes'],[]
ira_50.mp4,['emotion' 'remember'],"['ANGRY' 'BABY' 'BODY' 'CHILD' 'CLOTHES' 'DIRTY' 'DISCUSS' 'EMPTY'
 'ENOUGH' 'EXCITED' 'FREE' 'HEALTHY' 'LOW' 'PANIC' 'RELAX' 'SAY' 'SINCE'
 'SURPRISE' 'TIDY' 'TIRED' 'TOILET' 'WANT']",['emotion'],[],[],['remember'],[],[],[]
ira_51.mp4,[],['BROWN' 'CHAIR' 'ESCAPE' 'INSERT' 'SWIM'],[],[],[],[],[],[],[]
ira_45.mp4,"['M-A-R-C-O' 'bedroom' 'dad' 'day' 'grandfather' 'mother' 'one' 'sleep'
 'tell']","['ACT' 'AMERICA' 'AREA' 'ARMY' 'ASK' 'AUDIENCE' 'BABY' 'BAD' 'BOAT'
 'BORING' 'BREATHE' 'BRITAIN' 'CARAVAN' 'CHAIR' 'CHILD' 'COMMUNICATE'
 'COMPUTER' 'DEPTH' 'DIRTY' 'DISCUSS' 'DOOR' 'EASY' 'EMOTION' 'EMPTY'
 'ENDURE' 'ENOUGH' 'FAMILY' 'FINISH' 'FLOCK' 'GIRL' 'GIVE' 'GOOD' 'HAPPY'
 'HEALTHY' 'HEARING' 'HELP' 'LAPTOP' 'LIKE' 'LOSE' 'LOVE' 'MAN' 'MAYBE'
 'MEANING' 'MORNING' 'MOTHER' 'MOVE' 'NOTHING' 'ONE' 'OPEN' 'PANIC'
 'PARTY' 'PAY' 'PAYMENT' 'PEOPLE' 'PERFECT' 'PLENTY' 'POOR' 'PRACTISE'
 'PREGNANT' 'PUSH' 'QUEUE' 'RANKING' 'READY' 'RELAX' 'SAY' 'SELF' 'SETTLE'
 'SINCE' 'SLEEP' 'SPEECH' 'SPREAD' 'STADIUM' 'STILL' 'SURPRISE' 'SYMPATHY'
 'TEACH' 'TENT' 'THINK' 'TIDY' 'TIRED' 'TOILET' 'TOMORROW' 'TOUCH' 'TWO'
 'UNDERSTAND' 'UPWARD' 'WITHOUT' 'WONDER' 'WRITE']","['M-A-R-C-O', 'bedroom', 'dad', 'day', 'grandfather', 'mother', 'sleep', 'tell']",[],[],[],[],['one'],"['day', 'mother']"
ira_41.mp4,['Yes'],"['AREA' 'ARRIVE' 'BUSINESS' 'DISCUSS' 'DRINK' 'EMPTY' 'ENCOURAGE'
 'EVALUATE' 'GIVE' 'KNOW' 'NEXT' 'PAY' 'PERSON' 'PLAY' 'REMEMBER' 'RIGHT'
 'SCALES' 'SETTLE' 'SLEEP' 'STUPID' 'TEA' 'TOUCH' 'WRITE' 'YES']",[],[],[],[],[],['Yes'],[]
ira_40.mp4,[],"['ACCOMMODATION' 'BEDROOM' 'BRITAIN' 'DEAF' 'GOOD' 'KNOW' 'NAME' 'OLD'
 'SAY' 'SLEEP' 'THINK']",[],[],[],[],[],[],[]
ira_42.mp4,[],"['ADULT' 'AGE' 'ANGRY' 'BEDROOM' 'BRAINY' 'CLOTHES' 'COUNCIL' 'CRY'
 'DEBATE' 'DISAPPOINT' 'ETHNIC' 'EXCITED' 'FEEL' 'FORGET' 'GOOD' 'HEALTHY'
 'HOLLAND' 'HOT' 'LEARN' 'LOW' 'MEAL' 'MIND' 'MORNING' 'MUM' 'PAST'
 'PRIEST' 'RAIN' 'READY' 'RELAX' 'RICH' 'SHOP' 'SHOULDER' 'SINCE'
 'SURPRISE' 'TALL' 'TEACH' 'TENT' 'THEORY' 'TIRED' 'UPWARD' 'WANT']",[],[],[],[],[],[],[]
ira_43.mp4,['coexistence' 'emotion' 'good' 'remind'],"['ANGRY' 'AREA' 'ARRANGE' 'BABY' 'BELFAST' 'BODY' 'CHAIR' 'CHILD'
 'CLOTHES' 'COMPUTER' 'DECREASE' 'DIRTY' 'DISCUSS' 'EMPTY' 'ESCAPE'
 'EVALUATE' 'EXCITED' 'FUTURE' 'GIVE' 'HAPPY' 'HEALTHY' 'HEAVY' 'INCREASE'
 'LAPTOP' 'LOW' 'MANAGE' 'MERGE' 'MORNING' 'PANIC' 'PAST' 'READY' 'RELAX'
 'SCALES' 'SETTLE' 'SHOULDER' 'SINCE' 'SPREAD' 'TALL' 'TENT' 'TOILET']","['coexistence', 'emotion', 'remind']",[],['good'],[],[],[],['good']
ira_5.mp4,['come' 'fifth' 'guys' 'place' 'primary' 'safe' 'sixth'],"['AREA' 'ARRANGE' 'AUDIENCE' 'BEACH' 'BODY' 'BREATHE' 'CHAIR' 'CLOTHES'
 'EMOTION' 'ESCAPE' 'FEEL' 'GOOD' 'LAUGH' 'LIKE' 'LOVE' 'MORNING' 'NICE'
 'PANIC' 'PARK' 'PREFER' 'PREGNANT' 'READY' 'RELAX' 'SAY' 'SPREAD'
 'SURPRISE' 'TIRED' 'UNIVERSAL' 'UPSET' 'WANT']","['fifth', 'guys', 'place', 'primary', 'sixth']",[],['safe'],['come'],[],[],[]
ira_18.mp4,['Meter' 'brother' 'need' 'patience' 'reason'],"['ARRANGE' 'BOY' 'BUSINESS' 'CHAIR' 'CRUEL' 'DIRTY' 'EMPTY' 'ENOUGH'
 'ESCAPE' 'EXCITED' 'EXPECT' 'FLOCK' 'HAPPY' 'HEALTHY' 'KNOW' 'LOSE' 'LOW'
 'MAN' 'MORNING' 'MOTHER' 'NICE' 'NUMBER' 'PANIC' 'PREFER' 'READY' 'RELAX'
 'SAY' 'SCALES' 'SCOTLAND' 'SETTLE' 'SHOULDER' 'TIDY' 'TIRED' 'TOILET'
 'WITHOUT' 'WRITE']","['Meter', 'brother', 'need', 'patience', 'reason']",[],[],[],[],[],['brother']
ira_30.mp4,['start' 'today'],"['ARRANGE' 'BODY' 'CHAIR' 'CLOTHES' 'GROUP' 'PANIC' 'READY' 'RELAX'
 'SETTLE' 'SPREAD' 'TENT' 'TIRED']","['start', 'today']",[],[],[],[],[],[]
ira_24.mp4,['N' 'NN' 'anger' 'control' 'good' 'learn'],"['AGE' 'AMERICA' 'ARRANGE' 'BABY' 'BORING' 'BORN' 'BREATHE' 'BRITAIN'
 'CHAIR' 'CLOTHES' 'COMPUTER' 'DELIVER' 'DISAPPEAR' 'EMOTION' 'ENOUGH'
 'FARM' 'FINISH' 'GROUP' 'HEALTHY' 'HEAVY' 'LAPTOP' 'LOSE' 'LOVE' 'LOVELY'
 'MEANING' 'PANIC' 'POOR' 'READY' 'RELAX' 'SAY' 'SCALES' 'SETTLE' 'SPREAD'
 'SURPRISE' 'THANK' 'TIDY' 'TIRED' 'TOILET' 'USE' 'WANT' 'WRITE']","['N', 'NN', 'anger', 'control', 'learn']",[],['good'],[],[],[],['good']
ira_25.mp4,['.' 'accept' 'control' 'emotion' 'sense' 'think' 'us' 'week'],"['ACCOMMODATION' 'ADULT' 'ANGRY' 'AREA' 'ARRANGE' 'BABY' 'BELFAST' 'BODY'
 'BREATHE' 'BRITAIN' 'BUSINESS' 'CHAIR' 'CHILD' 'CLOTHES' 'COLD'
 'COMPUTER' 'CONTROL' 'DEAF' 'DECREASE' 'DELIVER' 'DIRTY' 'DISAPPEAR'
 'DISAPPOINT' 'DISCUSS' 'EMOTION' 'EMPTY' 'ENCOURAGE' 'ESCAPE' 'EXCITED'
 'FAMILY' 'FEEL' 'FREE' 'GIVE' 'HEALTHY' 'INCREASE' 'LAPTOP' 'LIKE'
 'LONDON' 'LOOK' 'LOSE' 'LOW' 'MERGE' 'NEWSPAPER' 'PANIC' 'PARK'
 'PRESIDENT' 'READY' 'RECEIVE' 'RELAX' 'RICH' 'SCALES' 'SETTLE' 'SHOULDER'
 'SINCE' 'SNOOKER' 'SPREAD' 'STILL' 'SURPRISE' 'TALL' 'TENT' 'TERRIFIED'
 'THINK' 'TIDY' 'TIRED' 'TOILET' 'WALK' 'WANT' 'WRITE']","['accept', 'control', 'emotion', 'sense', 'think', 'week']",[],[],[],['us'],[],[]
ira_31.mp4,"['N' 'NN' 'Yes' 'environment' 'excuse' 'good' 'objective' 'select' 'sort'
 'today' 'trouble']","['ACT' 'ANGRY' 'AREA' 'ARRIVE' 'BABY' 'BODY' 'BORN' 'CHAIR' 'CLOTHES'
 'COMMUNICATE' 'CONTINUE' 'DELIVER' 'DIRTY' 'DISAPPEAR' 'DISCUSS' 'EMPTY'
 'EXPERIENCE' 'FINISH' 'FLOCK' 'GIVE' 'GO' 'HAPPY' 'HEALTHY' 'HEAVY'
 'INCREASE' 'LAPTOP' 'LAUGH' 'LOSE' 'LOW' 'MORNING' 'MOTHER' 'MOVE'
 'NOTHING' 'PARK' 'PAST' 'PERFECT' 'POOR' 'PREGNANT' 'PUSH' 'READY'
 'RELAX' 'SAFE' 'SCALES' 'SCHOOL' 'SETTLE' 'SINCE' 'SURPRISE' 'TALL'
 'TEACH' 'TENT' 'TIDY' 'TIRED' 'TOILET' 'TOP' 'TRUE' 'UNIT' 'UPWARD'
 'WANT' 'WITHOUT' 'WRITE']","['N', 'NN', 'environment', 'excuse', 'objective', 'select', 'sort', 'today', 'trouble']",[],['good'],[],[],['Yes'],['good']
ira_19.mp4,['N' 'NN' 'Yes' 'mother'],"['ARRIVE' 'BIRTHDAY' 'BLACK' 'DEAF' 'ENOUGH' 'FINISH' 'FLOCK' 'FOREIGN'
 'KNOW' 'LOVELY' 'LOW' 'MOVE' 'PLENTY' 'SHOUT' 'SLEEP' 'TALL' 'TEACH'
 'TOUCH' 'UPWARD']","['N', 'NN', 'mother']",[],[],[],[],['Yes'],['mother']
