videoFile,groundTruthWords,predictedWords,Noun,Adverb,Adjective,Verb,Pointers,others,woodward
15.mp4,['clear' 'facial' 'time' 'use'],"['AWARD' 'BOOK' 'CAMERA' 'CHANGE' 'CONTROL' 'CURTAINS' 'DAUGHTER'
 'DIFFERENT' 'ENCOURAGE' 'GESTURE' 'HAPPEN' 'HARD' 'HOLIDAY' 'MEET'
 'NOTHING' 'PERMANENT' 'PLAY' 'SCALES' 'SIGN' 'STUBBORN' 'SUE' 'THING'
 'TICKET' 'TIRED' 'TITLE' 'TRAVEL' 'TRY' 'UNIVERSITY' 'VANISH' 'WALK'
 'WITHOUT']","['time', 'use']",[],"['clear', 'facial']",[],[],[],[]
22.mp4,['name'],"['BREATHE' 'ENDURE' 'ESCAPE' 'HOUSE' 'INTERPRETER' 'INTERVAL' 'LATE'
 'LOOK' 'LOVE' 'PREGNANT' 'REDUCE' 'RIGHT' 'SLEEP' 'SURPRISE' 'TOILET'
 'TOUCH' 'UPSET' 'VISIT' 'WANT' 'WEEK' 'WORK']",['name'],[],[],[],[],[],['name']
33.mp4,['answers' 'choose'],"['AEROPLANE' 'CAMERA' 'FAMOUS' 'GESTURE' 'MEET' 'PICTURE' 'TITLE' 'TRAVEL'
 'VANISH']","['answers', 'choose']",[],[],[],[],[],[]
18.mp4,['clearly' 'right' 'sign'],"['ALWAYS' 'ANYTHING' 'BAD' 'BECKON' 'BIG' 'BLIND' 'CLOSED' 'COLLECT'
 'COME' 'COMFORTABLE' 'DIFFERENT' 'EVALUATE' 'GIRL' 'GO' 'GOOD' 'HAPPEN'
 'HOUSE' 'ILL' 'INTERVAL' 'LANGUAGE' 'LEG' 'LOOK' 'LOSE' 'MEANING' 'MUST'
 'NEW' 'NEXT' 'ONE' 'PICTURE' 'PLAY' 'RANKING' 'REDUCE' 'RETIRE' 'RISE'
 'RUN' 'SCALES' 'SELF' 'SIGN' 'SPREAD' 'STRAIGHTAWAY' 'STUBBORN'
 'SURPRISE' 'THINK' 'TICKET' 'TOILET' 'TOUCH' 'TRUE' 'TWO' 'UNDERSTAND'
 'WONDER' 'WOW']","['right', 'sign']",['clearly'],[],[],[],[],['right']
36.mp4,['location' 'substitute'],"['ACCOMMODATION' 'ARRIVE' 'BRITAIN' 'COMMUNICATE' 'DEAF' 'DISCUSS' 'EMPTY'
 'EVERYTHING' 'FBUOY' 'FINGERSPELL' 'GROUP' 'HAPPY' 'HOLIDAY' 'HOLLAND'
 'HOUSE' 'KNOW' 'LEFT' 'LINK' 'LITTLE' 'LOOK' 'MEANING' 'RELATIONSHIP'
 'REMEMBER' 'SLEEP' 'SUE' 'TENT' 'THINK' 'UNDERSTAND' 'VISIT' 'WORTH'
 'WRITE']","['location', 'substitute']",[],[],[],[],[],[]
48.mp4,['happy' 'learning'],"['ANGRY' 'BECKON' 'BODY' 'CLOTHES' 'COLLECT' 'COPY' 'EXCITED' 'FORWARD'
 'GOOD' 'HURT' 'ILL' 'MUST' 'RICH' 'RIGHT' 'RUN' 'SIGN' 'TIRED' 'TRUE'
 'WALK' 'WOW']",[],[],['happy'],['learning'],[],[],[]
3.mp4,['another' 'lesson'],"['ARRIVE' 'BECKON' 'BORING' 'DISCUSS' 'DREADFUL' 'DROP' 'ENCOURAGE'
 'ETHNIC' 'FANTASTIC' 'FIRST' 'GO' 'HELP' 'HOME' 'HOT' 'KICK' 'LOW'
 'MEANING' 'MONEY' 'MORNING' 'NEW' 'NIGHT' 'PAST' 'PLAY' 'PLENTY' 'SAFE'
 'SCHOOL' 'SINCE' 'THANK' 'TOUCH' 'TRUE' 'WALES' 'WALK']",['lesson'],[],[],[],['another'],[],[]
45.mp4,['lessons' 'make' 'previous' 'see'],"['ACCOMMODATION' 'ANGRY' 'ANYTHING' 'ARRIVE' 'BECKON' 'COPY' 'EVALUATE'
 'FAMOUS' 'FLOCK' 'HAPPY' 'HOLLAND' 'HOUSE' 'LOW' 'RIGHT' 'SINCE' 'SLEEP'
 'TOILET' 'TRUE' 'UPWARD' 'WALK' 'WOW']",['lessons'],[],['previous'],"['make', 'see']",[],[],[]
27.mp4,['fine'],"['ANGRY' 'BECKON' 'BIG' 'BODY' 'BORN' 'CLOTHES' 'EVALUATE' 'GOOD' 'HEAVY'
 'HURT' 'INTERVAL' 'LOOK' 'PERFECT' 'REDUCE' 'RIGHT' 'SETTLE' 'SIGN'
 'SURPRISE' 'TEN' 'TIRED' 'TOILET' 'TOUCH' 'WOW']",['fine'],[],[],[],[],[],[]
10.mp4,['conversations'],"['BOOK' 'COLLECT' 'COPY' 'DISAPPEAR' 'GRANDMOTHER' 'GROUP' 'HAPPEN'
 'INTERVAL' 'LINK' 'NOTHING' 'OLYMPIC' 'TOILET' 'TRUE' 'WIN']",['conversations'],[],[],[],[],[],[]
