videoFile,groundTruthWords,predictedWords,SwadeshWords,matchedSwadeshWords,unmatchedSwadeshWords,WoodWords,matchedWoodWords,unmatchedWoodWords
aus_22.mp4,"[',' '.' 'Well' 'baby' 'found' 'frogs' 'just-born' 'log' 'water']","['AGREE' 'ALRIGHT' 'AMERICA' 'APPROACH' 'BAD' 'BOAT' 'BORN' 'BOWLING'
 'CARPENTER' 'CHILD' 'COLLECT' 'DISAPPEAR' 'DOCTOR' 'DRIVE' 'ESCAPE'
 'FINISH' 'FLOCK' 'GOOD' 'HAPPY' 'HARD' 'ILL' 'LINK' 'LOOK' 'MEANING'
 'MEET' 'MERGE' 'MOTHER' 'NOTHING' 'REMOVE' 'RIGHT' 'SIT' 'SLOW' 'SMALL'
 'STAND' 'STILL' 'TICKET' 'TOILET' 'WAIT' 'WALK' 'WEDNESDAY' 'WITHDRAW'
 'WORTH']",['water'],[],['water'],['water'],[],['water']
aus_1.mp4,['...' 'boy' 'sleeping' 'story'],"['BAD' 'BOY' 'DESSERT' 'GOOD' 'KNOW' 'LOOK' 'MAN' 'NICE' 'NUMBER' 'PREFER'
 'PUSH' 'SAY' 'SLEEP' 'TICKET' 'TOUCH']",['sleeping'],['sleeping'],[],[],[],[]
aus_20.mp4,['!' 'around' 'baby' 'frog' 'frogs' 'log' 'peer' 'row' 'see' 'whole'],"['AMERICA' 'BAD' 'BREATHE' 'CHILD' 'FALL' 'GOOD' 'LOOK' 'PREGNANT' 'READ'
 'SIGN' 'SLEEP' 'SMALL' 'SURPRISE' 'TICKET' 'WALK']",['see'],[],['see'],[],[],[]
aus_3.mp4,['.' 'bed' 'dogs' 'hops' 'sleep'],['BACK' 'BECKON' 'CAD' 'GO' 'MUST' 'REMOVE' 'SLEEP' 'SURPRISE' 'TOUCH'],"['dogs', 'sleep']","['dogs', 'sleep']",[],[],[],[]
aus_2.mp4,"[',' '.' 'big' 'first' 'frog' 'glass' 'jar' 'puts']","['AGREE' 'ARRANGE' 'ASK' 'BACK' 'BAD' 'BALL' 'BEST' 'BORN' 'BREATHE'
 'BROTHER' 'CARPENTER' 'CHILD' 'COLLECT' 'DISAPPEAR' 'ENOUGH' 'EVERYTHING'
 'FALL' 'FIRE' 'FLOCK' 'FRIGHTENED' 'GO' 'HAPPY' 'HARD' 'HELP' 'HOUSE'
 'LATE' 'LEG' 'LINK' 'LOOK' 'LOSE' 'LOW' 'MAN' 'MEANING' 'MEET' 'MOTHER'
 'NEXT' 'NOTHING' 'PLAN' 'PUSH' 'READY' 'RELATIONSHIP' 'RIGHT' 'SATURDAY'
 'SIGN' 'SLEEP' 'SLOW' 'SPORT' 'SURPRISE' 'TAKE' 'TELEVISION' 'TICKET'
 'TIDY' 'TOUCH' 'TRAIN3b' 'WAIT' 'WALK' 'WATER' 'WORTH' 'YEAR']",['big'],['big'],[],[],[],[]
aus_21.mp4,['INDECIPHERABLE'],"['AMERICA' 'ASK' 'BAD' 'BOY' 'DISAPPEAR' 'FALL' 'GO' 'LOOK' 'MAN'
 'MEANING' 'MOTHER' 'NEWSPAPER' 'NOTHING' 'PREGNANT' 'SAY' 'SMALL'
 'SURPRISE' 'TICKET' 'TOUCH' 'WALK' 'WANT' 'WAR' 'WEDNESDAY']",[],[],[],[],[],[]
aus_6.mp4,"[',' '.' 'dog' 'gets' 'glass' 'head' 'help' 'jar' 'look' 'poor' 'right'
 'sticks' 'stuck' 'thing' 'wants']","['BAD' 'BECKON' 'BEST' 'BETTER' 'BOOKED' 'BROTHER' 'CARPENTER' 'COLLECT'
 'DOCTOR' 'FALL' 'FATHER' 'FLOCK' 'HARD' 'LEG' 'LOOK' 'MEANING' 'MOTHER'
 'NOTHING' 'PARENTS' 'PLAN' 'PUSH' 'RIGHT' 'STAND' 'TELEVISION' 'TICKET'
 'TOUCH' 'TRY' 'TYPICAL' 'WAIT' 'WALK' 'WRITE' 'YES']","['dog', 'head']",[],"['dog', 'head']","['dog', 'right']",['right'],['dog']
aus_19.mp4,"[',' '.' 'frog' 'must' 'quietly' 'sneak' 'think']","['ASK' 'BOY' 'DOCTOR' 'DRINK' 'FLOCK' 'FRIEND' 'LOOK' 'MAN' 'SLEEP'
 'SPEECH' 'SPOUSE' 'SWIM' 'TOUCH' 'WALK']",[],[],[],[],[],[]
aus_18.mp4,['.' 'big' 'log' 'near' 'pond' 'see'],"['AGREE' 'APPROACH' 'ARRANGE' 'BORROW' 'BROTHER' 'FLOCK' 'GO' 'HAPPY'
 'HARD' 'LATE' 'LINK' 'MEANING' 'MEET' 'MUST' 'PARTNER' 'QUEUE' 'SIGN'
 'SPORT' 'SPREAD' 'STRESS' 'TICKET' 'WANT']","['big', 'see']",['see'],['big'],[],[],[]
aus_7.mp4,"[',' '.' 'around' 'boy' 'calls' 'frog' 'looking' 'open' 'opens' 'sees'
 'still' 'window']","['AMERICA' 'BECKON' 'BIG' 'BOY' 'BREATHE' 'CAMERA' 'COLLECT' 'DOCTOR'
 'DRINK' 'EXPAND' 'FALL' 'FLOCK' 'FRIGHTENED' 'GO' 'LINK' 'LOOK' 'LOW'
 'MEAL' 'MEET' 'READY' 'SAY' 'SIGN' 'SLEEP' 'SURPRISE' 'TENT' 'TOP'
 'TOUCH' 'WANT' 'WAR' 'WATER']",['sees'],['sees'],[],[],[],[]
aus_5.mp4,"[',' '.' 'around' 'find' 'frog' 'looks' ""n't"" 'shakes' 'socks']","['ARRIVE' 'COLLECT' 'FALL' 'FLOCK' 'GO' 'GRAB' 'HARD' 'HOTEL' 'MANCHESTER'
 'MIX' 'MOTHER' 'NOTHING' 'PAY' 'PLAN' 'PUSH' 'SHOUT' 'SLEEP' 'STAND'
 'SUN' 'SURPRISE' 'TALL' 'TELEVISION' 'THURSDAY' 'TICKET' 'VANISH' 'WAIT'
 'WALK' 'WRITE']",[],[],[],[],[],[]
aus_4.mp4,"['!' ',' 'frog' 'gone' 'morning' 'next' 'wakes']","['AMERICA' 'ASK' 'BALL' 'BECKON' 'BOY' 'CAD' 'CARPENTER' 'CHILD'
 'CHRISTMAS' 'COLLECT' 'DISAPPEAR' 'DRINK' 'EAT' 'GROUP' 'LOW' 'MAN'
 'MOTHER' 'NOTHING' 'PUB' 'PUSH' 'REMEMBER' 'SMALL' 'SURPRISE' 'TICKET'
 'TOUCH' 'WALK']",[],[],[],[],[],[]
